sample_index,file_name,mapped_label,raw_label,repetition,official_split
2616,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_21_17.npy,20,21,17,test
2617,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_21_18.npy,20,21,18,test
2618,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_21_19.npy,20,21,19,test
2619,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_21_20.npy,20,21,20,test
2620,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_22_01.npy,21,22,1,train
2621,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_22_02.npy,21,22,2,train
2622,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_22_03.npy,21,22,3,train
2623,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_22_04.npy,21,22,4,train
2624,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_22_05.npy,21,22,5,train
2625,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_22_06.npy,21,22,6,train
2626,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_22_07.npy,21,22,7,train
2627,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_22_08.npy,21,22,8,train
2628,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_22_09.npy,21,22,9,train
2629,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_22_10.npy,21,22,10,train
2630,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_22_11.npy,21,22,11,train
2631,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_22_12.npy,21,22,12,train
2632,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_22_13.npy,21,22,13,validation
2633,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_22_14.npy,21,22,14,validation
2634,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_22_15.npy,21,22,15,validation
2635,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_22_16.npy,21,22,16,validation
2636,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_22_17.npy,21,22,17,test
2637,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_22_18.npy,21,22,18,test
2638,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_22_19.npy,21,22,19,test
2639,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_22_20.npy,21,22,20,test
2640,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_01.npy,22,23,1,train
2641,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_02.npy,22,23,2,train
2642,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_03.npy,22,23,3,train
2643,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_04.npy,22,23,4,train
2644,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_05.npy,22,23,5,train
2645,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_06.npy,22,23,6,train
2646,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_07.npy,22,23,7,train
2647,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_08.npy,22,23,8,train
2648,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_09.npy,22,23,9,train
2649,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_10.npy,22,23,10,train
2650,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_11.npy,22,23,11,train
2651,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_12.npy,22,23,12,train
2652,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_13.npy,22,23,13,validation
2653,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_14.npy,22,23,14,validation
2654,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_15.npy,22,23,15,validation
2655,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_16.npy,22,23,16,validation
2656,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_17.npy,22,23,17,test
2657,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_18.npy,22,23,18,test
2658,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_19.npy,22,23,19,test
2659,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_23_20.npy,22,23,20,test
2660,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_01.npy,23,24,1,train
2661,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_02.npy,23,24,2,train
2662,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_03.npy,23,24,3,train
2663,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_04.npy,23,24,4,train
2664,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_05.npy,23,24,5,train
2665,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_06.npy,23,24,6,train
2666,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_07.npy,23,24,7,train
2667,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_08.npy,23,24,8,train
2668,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_09.npy,23,24,9,train
2669,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_10.npy,23,24,10,train
2670,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_11.npy,23,24,11,train
2671,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_12.npy,23,24,12,train
2672,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_13.npy,23,24,13,validation
2673,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_14.npy,23,24,14,validation
2674,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_15.npy,23,24,15,validation
2675,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_16.npy,23,24,16,validation
2676,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_17.npy,23,24,17,test
2677,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_18.npy,23,24,18,test
2678,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_19.npy,23,24,19,test
2679,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_20.npy,23,24,20,test
2680,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_01.npy,24,25,1,train
2681,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_02.npy,24,25,2,train
2682,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_03.npy,24,25,3,train
2683,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_04.npy,24,25,4,train
2684,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_05.npy,24,25,5,train
2685,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_06.npy,24,25,6,train
2686,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_07.npy,24,25,7,train
2687,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_08.npy,24,25,8,train
2688,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_09.npy,24,25,9,train
2689,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_10.npy,24,25,10,train
2690,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_11.npy,24,25,11,train
2691,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_12.npy,24,25,12,train
2692,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_13.npy,24,25,13,validation
2693,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_14.npy,24,25,14,validation
2694,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_15.npy,24,25,15,validation
2695,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_16.npy,24,25,16,validation
2696,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_17.npy,24,25,17,test
2697,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_18.npy,24,25,18,test
2698,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_19.npy,24,25,19,test
2699,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_20.npy,24,25,20,test
2700,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_01.npy,25,26,1,train
2701,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_02.npy,25,26,2,train
2702,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_03.npy,25,26,3,train
2703,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_04.npy,25,26,4,train
2704,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_05.npy,25,26,5,train
2705,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_06.npy,25,26,6,train
2706,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_07.npy,25,26,7,train
2707,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_08.npy,25,26,8,train
2708,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_09.npy,25,26,9,train
2709,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_10.npy,25,26,10,train
2710,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_11.npy,25,26,11,train
2711,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_12.npy,25,26,12,train
2712,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_13.npy,25,26,13,validation
2713,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_14.npy,25,26,14,validation
2714,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_15.npy,25,26,15,validation
2715,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_16.npy,25,26,16,validation
2716,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_17.npy,25,26,17,test
2717,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_18.npy,25,26,18,test
2718,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_19.npy,25,26,19,test
2719,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_20.npy,25,26,20,test
2720,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_27_01.npy,26,27,1,train
2721,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_27_02.npy,26,27,2,train
2722,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_27_03.npy,26,27,3,train
2723,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_27_04.npy,26,27,4,train
2724,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_27_05.npy,26,27,5,train
2725,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_27_06.npy,26,27,6,train
2726,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_27_07.npy,26,27,7,train
2727,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_27_08.npy,26,27,8,train
2728,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_27_09.npy,26,27,9,train
2729,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_27_10.npy,26,27,10,train
2730,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_27_11.npy,26,27,11,train
2731,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_27_12.npy,26,27,12,train
2732,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_27_13.npy,26,27,13,validation
2733,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_27_14.npy,26,27,14,validation
2734,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_27_15.npy,26,27,15,validation
2735,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_27_16.npy,26,27,16,validation
2736,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_27_17.npy,26,27,17,test
2737,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_27_18.npy,26,27,18,test
2738,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_27_19.npy,26,27,19,test
2739,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_27_20.npy,26,27,20,test
2740,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_28_01.npy,27,28,1,train
2741,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_28_02.npy,27,28,2,train
2742,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_28_03.npy,27,28,3,train
2743,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_28_04.npy,27,28,4,train
2744,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_28_05.npy,27,28,5,train
2745,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_28_06.npy,27,28,6,train
2746,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_28_07.npy,27,28,7,train
2747,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_28_08.npy,27,28,8,train
2748,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_28_09.npy,27,28,9,train
2749,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_28_10.npy,27,28,10,train
2750,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_28_11.npy,27,28,11,train
2751,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_28_12.npy,27,28,12,train
2752,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_28_13.npy,27,28,13,validation
2753,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_28_14.npy,27,28,14,validation
2754,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_28_15.npy,27,28,15,validation
2755,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_28_16.npy,27,28,16,validation
2756,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_28_17.npy,27,28,17,test
2757,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_28_18.npy,27,28,18,test
2758,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_28_19.npy,27,28,19,test
2759,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_28_20.npy,27,28,20,test
2760,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_29_01.npy,28,29,1,train
2761,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_29_02.npy,28,29,2,train
2762,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_29_03.npy,28,29,3,train
2763,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_29_04.npy,28,29,4,train
2764,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_29_05.npy,28,29,5,train
2765,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_29_06.npy,28,29,6,train
2766,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_29_07.npy,28,29,7,train
2767,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_29_08.npy,28,29,8,train
2768,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_29_09.npy,28,29,9,train
2769,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_29_10.npy,28,29,10,train
2770,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_29_11.npy,28,29,11,train
2771,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_29_12.npy,28,29,12,train
2772,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_29_13.npy,28,29,13,validation
2773,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_29_14.npy,28,29,14,validation
2774,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_29_15.npy,28,29,15,validation
2775,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_29_16.npy,28,29,16,validation
2776,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_29_17.npy,28,29,17,test
2777,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_29_18.npy,28,29,18,test
2778,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_29_19.npy,28,29,19,test
2779,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_29_20.npy,28,29,20,test
2780,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_30_01.npy,29,30,1,train
2781,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_30_02.npy,29,30,2,train
2782,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_30_03.npy,29,30,3,train
2783,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_30_04.npy,29,30,4,train
2784,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_30_05.npy,29,30,5,train
2785,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_30_06.npy,29,30,6,train
2786,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_30_07.npy,29,30,7,train
2787,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_30_08.npy,29,30,8,train
2788,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_30_09.npy,29,30,9,train
2789,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_30_10.npy,29,30,10,train
2790,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_30_11.npy,29,30,11,train
2791,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_30_12.npy,29,30,12,train
2792,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_30_13.npy,29,30,13,validation
2793,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_30_14.npy,29,30,14,validation
2794,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_30_15.npy,29,30,15,validation
2795,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_30_16.npy,29,30,16,validation
2796,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_30_17.npy,29,30,17,test
2797,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_30_18.npy,29,30,18,test
2798,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_30_19.npy,29,30,19,test
2799,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_30_20.npy,29,30,20,test
2800,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_31_01.npy,30,31,1,train
2801,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_31_02.npy,30,31,2,train
2802,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_31_03.npy,30,31,3,train
2803,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_31_04.npy,30,31,4,train
2804,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_31_05.npy,30,31,5,train
2805,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_31_06.npy,30,31,6,train
2806,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_31_07.npy,30,31,7,train
2807,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_31_08.npy,30,31,8,train
2808,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_31_09.npy,30,31,9,train
2809,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_31_10.npy,30,31,10,train
2810,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_31_11.npy,30,31,11,train
2811,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_31_12.npy,30,31,12,train
2812,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_31_13.npy,30,31,13,validation
2813,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_31_14.npy,30,31,14,validation
2814,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_31_15.npy,30,31,15,validation
2815,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_31_16.npy,30,31,16,validation
2816,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_31_17.npy,30,31,17,test
2817,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_31_18.npy,30,31,18,test
2818,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_31_19.npy,30,31,19,test
2819,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_31_20.npy,30,31,20,test
2820,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_32_01.npy,31,32,1,train
2821,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_32_02.npy,31,32,2,train
2822,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_32_03.npy,31,32,3,train
2823,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_32_04.npy,31,32,4,train
2824,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_32_05.npy,31,32,5,train
2825,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_32_06.npy,31,32,6,train
2826,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_32_07.npy,31,32,7,train
2827,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_32_08.npy,31,32,8,train
2828,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_32_09.npy,31,32,9,train
2829,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_32_10.npy,31,32,10,train
2830,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_32_11.npy,31,32,11,train
2831,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_32_12.npy,31,32,12,train
2832,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_32_13.npy,31,32,13,validation
2833,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_32_14.npy,31,32,14,validation
2834,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_32_15.npy,31,32,15,validation
2835,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_32_16.npy,31,32,16,validation
2836,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_32_17.npy,31,32,17,test
2837,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_32_18.npy,31,32,18,test
2838,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_32_19.npy,31,32,19,test
2839,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_32_20.npy,31,32,20,test
2840,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_33_01.npy,32,33,1,train
2841,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_33_02.npy,32,33,2,train
2842,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_33_03.npy,32,33,3,train
2843,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_33_04.npy,32,33,4,train
2844,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_33_05.npy,32,33,5,train
2845,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_33_06.npy,32,33,6,train
2846,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_33_07.npy,32,33,7,train
2847,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_33_08.npy,32,33,8,train
2848,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_33_09.npy,32,33,9,train
2849,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_33_10.npy,32,33,10,train
2850,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_33_11.npy,32,33,11,train
2851,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_33_12.npy,32,33,12,train
2852,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_33_13.npy,32,33,13,validation
2853,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_33_14.npy,32,33,14,validation
2854,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_33_15.npy,32,33,15,validation
2855,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_33_16.npy,32,33,16,validation
2856,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_33_17.npy,32,33,17,test
2857,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_33_18.npy,32,33,18,test
2858,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_33_19.npy,32,33,19,test
2859,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_33_20.npy,32,33,20,test
2860,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_34_01.npy,33,34,1,train
2861,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_34_02.npy,33,34,2,train
2862,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_34_03.npy,33,34,3,train
2863,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_34_04.npy,33,34,4,train
2864,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_34_05.npy,33,34,5,train
2865,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_34_06.npy,33,34,6,train
2866,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_34_07.npy,33,34,7,train
2867,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_34_08.npy,33,34,8,train
2868,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_34_09.npy,33,34,9,train
2869,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_34_10.npy,33,34,10,train
2870,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_34_11.npy,33,34,11,train
2871,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_34_12.npy,33,34,12,train
2872,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_34_13.npy,33,34,13,validation
2873,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_34_14.npy,33,34,14,validation
2874,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_34_15.npy,33,34,15,validation
2875,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_34_16.npy,33,34,16,validation
2876,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_34_17.npy,33,34,17,test
2877,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_34_18.npy,33,34,18,test
2878,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_34_19.npy,33,34,19,test
2879,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_34_20.npy,33,34,20,test
2880,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_35_01.npy,34,35,1,train
2881,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_35_02.npy,34,35,2,train
2882,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_35_03.npy,34,35,3,train
2883,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_35_04.npy,34,35,4,train
2884,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_35_05.npy,34,35,5,train
2885,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_35_06.npy,34,35,6,train
2886,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_35_07.npy,34,35,7,train
2887,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_35_08.npy,34,35,8,train
2888,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_35_09.npy,34,35,9,train
2889,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_35_10.npy,34,35,10,train
2890,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_35_11.npy,34,35,11,train
2891,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_35_12.npy,34,35,12,train
2892,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_35_13.npy,34,35,13,validation
2893,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_35_14.npy,34,35,14,validation
